"";BBSIS.M.I.ZST.ZI.EUR.S1311.B.A604.R13XX.R.A.A._Z._Z.A;BBSIS.M.I.ZST.ZI.EUR.S1311.B.A604.R13XX.R.A.A._Z._Z.A_FLAGS
2002-06;5,22;
2002-07;5,16;
2002-08;4,89;
2002-09;4,73;
2002-10;4,97;
2002-11;4,96;
2002-12;4,67;
2003-01;4,49;
2003-02;4,50;
2003-03;4,57;
2003-04;4,67;
2003-05;4,25;
2003-06;4,45;
2003-07;4,60;
2003-08;4,62;
2003-09;4,59;
2003-10;4,80;
2003-11;4,86;
2003-12;4,74;
2004-01;4,76;
2004-02;4,57;
2004-03;4,51;
2004-04;4,70;
2004-05;4,77;
2004-06;4,75;
2004-07;4,65;
2004-08;4,47;
2004-09;4,40;
2004-10;4,29;
2004-11;4,17;
2004-12;4,04;
2005-01;3,85;
2005-02;3,99;
2005-03;3,99;
2005-04;3,75;
2005-05;3,59;
2005-06;3,47;
2005-07;3,47;
2005-08;3,42;
2005-09;3,44;
2005-10;3,65;
2005-11;3,64;
2005-12;3,46;
2006-01;3,67;
2006-02;3,67;
2006-03;3,93;
2006-04;4,17;
2006-05;4,15;
2006-06;4,27;
2006-07;4,11;
2006-08;3,96;
2006-09;3,80;
2006-10;3,88;
2006-11;3,82;
2006-12;4,03;
2007-01;4,19;
2007-02;4,06;
2007-03;4,17;
2007-04;4,33;
2007-05;4,49;
2007-06;4,66;
2007-07;4,47;
2007-08;4,45;
2007-09;4,52;
2007-10;4,39;
2007-11;4,36;
2007-12;4,59;
2008-01;4,31;
2008-02;4,33;
2008-03;4,34;
2008-04;4,51;
2008-05;4,69;
2008-06;4,81;
2008-07;4,69;
2008-08;4,45;
2008-09;4,46;
2008-10;4,36;
2008-11;3,83;
2008-12;3,59;
2009-01;4,01;
2009-02;3,91;
2009-03;3,85;
2009-04;4,00;
2009-05;4,32;
2009-06;4,13;
2009-07;4,00;
2009-08;3,81;
2009-09;3,81;
2009-10;3,95;
2009-11;3,78;
2009-12;4,00;
2010-01;3,83;
2010-02;3,78;
2010-03;3,73;
2010-04;3,61;
2010-05;3,25;
2010-06;3,20;
2010-07;3,27;
2010-08;2,57;
2010-09;2,75;
2010-10;3,03;
2010-11;3,23;
2010-12;3,53;
2011-01;3,63;
2011-02;3,62;
2011-03;3,80;
2011-04;3,70;
2011-05;3,49;
2011-06;3,53;
2011-07;3,18;
2011-08;2,74;
2011-09;2,47;
2011-10;2,74;
2011-11;2,92;
2011-12;2,39;
2012-01;2,44;
2012-02;2,40;
2012-03;2,42;
2012-04;2,27;
2012-05;1,76;
2012-06;2,15;
2012-07;1,88;
2012-08;1,88;
2012-09;1,97;
2012-10;2,04;
2012-11;1,92;
2012-12;1,82;
2013-01;2,04;
2013-02;1,98;
2013-03;1,80;
2013-04;1,70;
2013-05;1,97;
2013-06;2,19;
2013-07;2,21;
2013-08;2,38;
2013-09;2,30;
2013-10;2,24;
2013-11;2,32;
2013-12;2,55;
2014-01;2,20;
2014-02;2,13;
2014-03;2,11;
2014-04;2,06;
2014-05;1,88;
2014-06;1,76;
2014-07;1,64;
2014-08;1,32;
2014-09;1,41;
2014-10;1,23;
2014-11;1,07;
2014-12;0,90;
2015-01;0,56;
2015-02;0,58;
2015-03;0,37;
2015-04;0,52;
2015-05;0,81;
2015-06;1,21;
2015-07;0,98;
2015-08;1,02;
2015-09;0,91;
2015-10;0,81;
2015-11;0,83;
2015-12;1,04;
2016-01;0,65;
2016-02;0,38;
2016-03;0,39;
2016-04;0,52;
2016-05;0,43;
2016-06;0,06;
2016-07;0,03;
2016-08;0,04;
2016-09;0,00;
2016-10;0,37;
2016-11;0,48;
2016-12;0,49;
2017-01;0,75;
2017-02;0,49;
2017-03;0,62;
2017-04;0,62;
2017-05;0,64;
2017-06;0,75;
2017-07;0,86;
2017-08;0,64;
2017-09;0,75;
2017-10;0,73;
2017-11;0,71;
2017-12;0,74;
2018-01;0,91;
2018-02;0,94;
2018-03;0,76;
2018-04;0,83;
2018-05;0,68;
2018-06;0,61;
2018-07;0,66;
2018-08;0,59;
2018-09;0,70;
2018-10;0,62;
2018-11;0,56;
2018-12;0,47;
2019-01;0,35;
2019-02;0,36;
2019-03;0,13;
2019-04;0,24;
2019-05;0,00;
2019-06;-0,13;
2019-07;-0,26;
2019-08;-0,57;
2019-09;-0,45;
2019-10;-0,29;
2019-11;-0,24;
2019-12;-0,04;
2020-01;-0,29;
2020-02;-0,50;
2020-03;-0,35;
2020-04;-0,38;
2020-05;-0,28;
2020-06;-0,37;
2020-07;-0,46;
2020-08;-0,25;
2020-09;-0,45;
2020-10;-0,52;
2020-11;-0,48;
2020-12;-0,46;
2021-01;-0,42;
2021-02;-0,13;
2021-03;-0,10;
2021-04;-0,04;
2021-05;0,01;
2021-06;-0,06;
2021-07;-0,32;
2021-08;-0,32;
2021-09;-0,09;
2021-10;-0,05;
2021-11;-0,30;
2021-12;-0,13;
2022-01;0,01;
2022-02;0,23;
2022-03;0,61;
2022-04;0,85;
2022-05;1,20;
2022-06;1,59;
2022-07;1,05;
2022-08;1,62;
2022-09;2,17;
2022-10;2,25;
2022-11;1,95;
2022-12;2,57;
2023-01;2,33;
2023-02;2,67;
2023-03;2,39;
2023-04;2,39;
2023-05;2,35;
2023-06;2,43;
2023-07;2,58;
2023-08;2,58;
2023-09;2,95;
2023-10;2,92;
2023-11;2,60;
2023-12;2,19;
2024-01;2,35;
2024-02;2,60;
2024-03;2,42;
2024-04;2,65;
2024-05;2,80;
2024-06;2,60;
2024-07;2,46;
2024-08;2,41;
2024-09;2,35;
2024-10;2,57;
2024-11;2,25;
