"";BBSIS.M.I.ZST.ZI.EUR.S1311.B.A604.R30XX.R.A.A._Z._Z.A;BBSIS.M.I.ZST.ZI.EUR.S1311.B.A604.R30XX.R.A.A._Z._Z.A_FLAGS
2015-09;1,40;
2015-10;1,29;
2015-11;1,39;
2015-12;1,58;
2016-01;1,13;
2016-02;0,88;
2016-03;0,91;
2016-04;1,13;
2016-05;1,02;
2016-06;0,49;
2016-07;0,45;
2016-08;0,50;
2016-09;0,48;
2016-10;0,90;
2016-11;0,89;
2016-12;1,04;
2017-01;1,33;
2017-02;1,13;
2017-03;1,24;
2017-04;1,25;
2017-05;1,29;
2017-06;1,34;
2017-07;1,45;
2017-08;1,25;
2017-09;1,38;
2017-10;1,33;
2017-11;1,25;
2017-12;1,34;
2018-01;1,38;
2018-02;1,36;
2018-03;1,24;
2018-04;1,30;
2018-05;1,17;
2018-06;1,12;
2018-07;1,15;
2018-08;1,10;
2018-09;1,15;
2018-10;1,12;
2018-11;1,08;
2018-12;0,95;
2019-01;0,84;
2019-02;0,86;
2019-03;0,65;
2019-04;0,78;
2019-05;0,52;
2019-06;0,33;
2019-07;0,24;
2019-08;-0,17;
2019-09;-0,03;
2019-10;0,13;
2019-11;0,16;
2019-12;0,34;
2020-01;0,11;
2020-02;-0,16;
2020-03;0,01;
2020-04;-0,09;
2020-05;0,04;
2020-06;-0,02;
2020-07;-0,12;
2020-08;0,11;
2020-09;-0,11;
2020-10;-0,23;
2020-11;-0,17;
2020-12;-0,14;
2021-01;-0,05;
2021-02;0,21;
2021-03;0,32;
2021-04;0,37;
2021-05;0,41;
2021-06;0,31;
2021-07;0,05;
2021-08;0,05;
2021-09;0,25;
2021-10;0,13;
2021-11;-0,07;
2021-12;0,12;
2022-01;0,22;
2022-02;0,42;
2022-03;0,69;
2022-04;1,02;
2022-05;1,31;
2022-06;1,64;
2022-07;1,15;
2022-08;1,58;
2022-09;2,07;
2022-10;2,16;
2022-11;1,75;
2022-12;2,36;
2023-01;2,13;
2023-02;2,48;
2023-03;2,29;
2023-04;2,46;
2023-05;2,36;
2023-06;2,45;
2023-07;2,52;
2023-08;2,56;
2023-09;2,96;
2023-10;3,02;
2023-11;2,62;
2023-12;2,22;
2024-01;2,40;
2024-02;2,57;
2024-03;2,41;
2024-04;2,62;
2024-05;2,76;
2024-06;2,59;
2024-07;2,52;
2024-08;2,49;
2024-09;2,49;
2024-10;2,60;
2024-11;2,29;
