"";BBSIS.M.I.ZST.ZI.EUR.S1311.B.A604.R24XX.R.A.A._Z._Z.A;BBSIS.M.I.ZST.ZI.EUR.S1311.B.A604.R24XX.R.A.A._Z._Z.A_FLAGS
2009-06;4,58;
2009-07;4,39;
2009-08;4,29;
2009-09;4,24;
2009-10;4,35;
2009-11;4,26;
2009-12;4,40;
2010-01;4,22;
2010-02;4,15;
2010-03;4,07;
2010-04;3,93;
2010-05;3,57;
2010-06;3,49;
2010-07;3,58;
2010-08;2,81;
2010-09;3,07;
2010-10;3,23;
2010-11;3,36;
2010-12;3,66;
2011-01;3,80;
2011-02;3,80;
2011-03;4,01;
2011-04;3,95;
2011-05;3,78;
2011-06;3,99;
2011-07;3,62;
2011-08;3,32;
2011-09;2,91;
2011-10;3,15;
2011-11;3,25;
2011-12;2,62;
2012-01;2,79;
2012-02;2,71;
2012-03;2,74;
2012-04;2,67;
2012-05;2,06;
2012-06;2,57;
2012-07;2,38;
2012-08;2,31;
2012-09;2,44;
2012-10;2,51;
2012-11;2,45;
2012-12;2,30;
2013-01;2,53;
2013-02;2,50;
2013-03;2,38;
2013-04;2,27;
2013-05;2,53;
2013-06;2,66;
2013-07;2,68;
2013-08;2,84;
2013-09;2,81;
2013-10;2,82;
2013-11;2,86;
2013-12;2,98;
2014-01;2,69;
2014-02;2,68;
2014-03;2,65;
2014-04;2,60;
2014-05;2,46;
2014-06;2,38;
2014-07;2,23;
2014-08;1,90;
2014-09;2,05;
2014-10;1,82;
2014-11;1,66;
2014-12;1,46;
2015-01;0,99;
2015-02;1,05;
2015-03;0,64;
2015-04;0,87;
2015-05;1,19;
2015-06;1,69;
2015-07;1,45;
2015-08;1,49;
2015-09;1,40;
2015-10;1,29;
2015-11;1,39;
2015-12;1,59;
2016-01;1,13;
2016-02;0,86;
2016-03;0,88;
2016-04;1,01;
2016-05;0,90;
2016-06;0,41;
2016-07;0,37;
2016-08;0,41;
2016-09;0,38;
2016-10;0,80;
2016-11;0,88;
2016-12;0,94;
2017-01;1,22;
2017-02;1,01;
2017-03;1,12;
2017-04;1,13;
2017-05;1,16;
2017-06;1,22;
2017-07;1,36;
2017-08;1,14;
2017-09;1,26;
2017-10;1,24;
2017-11;1,17;
2017-12;1,22;
2018-01;1,29;
2018-02;1,31;
2018-03;1,14;
2018-04;1,21;
2018-05;1,08;
2018-06;1,02;
2018-07;1,06;
2018-08;0,99;
2018-09;1,06;
2018-10;1,02;
2018-11;0,98;
2018-12;0,85;
2019-01;0,74;
2019-02;0,76;
2019-03;0,55;
2019-04;0,67;
2019-05;0,41;
2019-06;0,23;
2019-07;0,13;
2019-08;-0,25;
2019-09;-0,13;
2019-10;0,04;
2019-11;0,07;
2019-12;0,26;
2020-01;0,02;
2020-02;-0,23;
2020-03;-0,08;
2020-04;-0,14;
2020-05;-0,03;
2020-06;-0,09;
2020-07;-0,20;
2020-08;0,04;
2020-09;-0,19;
2020-10;-0,28;
2020-11;-0,23;
2020-12;-0,21;
2021-01;-0,13;
2021-02;0,14;
2021-03;0,24;
2021-04;0,29;
2021-05;0,33;
2021-06;0,24;
2021-07;-0,03;
2021-08;-0,03;
2021-09;0,18;
2021-10;0,10;
2021-11;-0,12;
2021-12;0,07;
2022-01;0,17;
2022-02;0,38;
2022-03;0,67;
2022-04;0,96;
2022-05;1,34;
2022-06;1,71;
2022-07;1,19;
2022-08;1,67;
2022-09;2,13;
2022-10;2,23;
2022-11;1,84;
2022-12;2,48;
2023-01;2,26;
2023-02;2,60;
2023-03;2,40;
2023-04;2,45;
2023-05;2,46;
2023-06;2,45;
2023-07;2,61;
2023-08;2,63;
2023-09;3,02;
2023-10;3,07;
2023-11;2,69;
2023-12;2,30;
2024-01;2,47;
2024-02;2,65;
2024-03;2,49;
2024-04;2,70;
2024-05;2,86;
2024-06;2,67;
2024-07;2,58;
2024-08;2,54;
2024-09;2,53;
2024-10;2,67;
2024-11;2,35;
