"";BBSIS.M.I.ZST.ZI.EUR.S1311.B.A604.R15XX.R.A.A._Z._Z.A;BBSIS.M.I.ZST.ZI.EUR.S1311.B.A604.R15XX.R.A.A._Z._Z.A_FLAGS
1998-02;5,39;
1998-03;5,34;
1998-04;5,49;
1998-05;5,32;
1998-06;5,24;
1998-07;5,10;
1998-08;4,80;
1998-09;4,58;
1998-10;4,82;
1998-11;4,59;
1998-12;4,56;
1999-01;4,28;
1999-02;4,67;
1999-03;4,75;
1999-04;4,59;
1999-05;4,88;
1999-06;5,18;
1999-07;5,34;
1999-08;5,52;
1999-09;5,68;
1999-10;5,63;
1999-11;5,60;
1999-12;5,77;
2000-01;5,92;
2000-02;5,79;
2000-03;5,51;
2000-04;5,64;
2000-05;5,46;
2000-06;5,47;
2000-07;5,41;
2000-08;5,41;
2000-09;5,45;
2000-10;5,46;
2000-11;5,35;
2000-12;5,22;
2001-01;5,20;
2001-02;5,13;
2001-03;5,18;
2001-04;5,45;
2001-05;5,67;
2001-06;5,57;
2001-07;5,43;
2001-08;5,34;
2001-09;5,45;
2001-10;5,04;
2001-11;5,08;
2001-12;5,37;
2002-01;5,28;
2002-02;5,31;
2002-03;5,56;
2002-04;5,46;
2002-05;5,49;
2002-06;5,30;
2002-07;5,25;
2002-08;4,98;
2002-09;4,85;
2002-10;5,10;
2002-11;5,07;
2002-12;4,81;
2003-01;4,62;
2003-02;4,65;
2003-03;4,74;
2003-04;4,82;
2003-05;4,41;
2003-06;4,62;
2003-07;4,77;
2003-08;4,76;
2003-09;4,74;
2003-10;4,93;
2003-11;4,98;
2003-12;4,86;
2004-01;4,90;
2004-02;4,72;
2004-03;4,66;
2004-04;4,85;
2004-05;4,91;
2004-06;4,87;
2004-07;4,78;
2004-08;4,61;
2004-09;4,53;
2004-10;4,42;
2004-11;4,30;
2004-12;4,17;
2005-01;3,95;
2005-02;4,08;
2005-03;4,10;
2005-04;3,86;
2005-05;3,71;
2005-06;3,58;
2005-07;3,57;
2005-08;3,52;
2005-09;3,54;
2005-10;3,73;
2005-11;3,72;
2005-12;3,52;
2006-01;3,72;
2006-02;3,72;
2006-03;3,97;
2006-04;4,21;
2006-05;4,20;
2006-06;4,31;
2006-07;4,17;
2006-08;4,01;
2006-09;3,83;
2006-10;3,90;
2006-11;3,85;
2006-12;4,05;
2007-01;4,21;
2007-02;4,09;
2007-03;4,20;
2007-04;4,36;
2007-05;4,51;
2007-06;4,68;
2007-07;4,50;
2007-08;4,51;
2007-09;4,58;
2007-10;4,44;
2007-11;4,44;
2007-12;4,65;
2008-01;4,41;
2008-02;4,45;
2008-03;4,46;
2008-04;4,60;
2008-05;4,77;
2008-06;4,87;
2008-07;4,76;
2008-08;4,55;
2008-09;4,56;
2008-10;4,47;
2008-11;3,96;
2008-12;3,73;
2009-01;4,14;
2009-02;4,07;
2009-03;4,04;
2009-04;4,17;
2009-05;4,49;
2009-06;4,30;
2009-07;4,16;
2009-08;3,96;
2009-09;3,96;
2009-10;4,11;
2009-11;3,96;
2009-12;4,17;
2010-01;3,99;
2010-02;3,94;
2010-03;3,88;
2010-04;3,75;
2010-05;3,39;
2010-06;3,34;
2010-07;3,41;
2010-08;2,69;
2010-09;2,89;
2010-10;3,15;
2010-11;3,34;
2010-12;3,65;
2011-01;3,74;
2011-02;3,73;
2011-03;3,91;
2011-04;3,82;
2011-05;3,61;
2011-06;3,70;
2011-07;3,36;
2011-08;2,93;
2011-09;2,64;
2011-10;2,93;
2011-11;3,10;
2011-12;2,55;
2012-01;2,63;
2012-02;2,58;
2012-03;2,61;
2012-04;2,47;
2012-05;1,93;
2012-06;2,35;
2012-07;2,09;
2012-08;2,07;
2012-09;2,17;
2012-10;2,23;
2012-11;2,13;
2012-12;2,02;
2013-01;2,23;
2013-02;2,19;
2013-03;2,03;
2013-04;1,91;
2013-05;2,19;
2013-06;2,38;
2013-07;2,41;
2013-08;2,58;
2013-09;2,52;
2013-10;2,47;
2013-11;2,55;
2013-12;2,75;
2014-01;2,42;
2014-02;2,35;
2014-03;2,33;
2014-04;2,27;
2014-05;2,10;
2014-06;1,99;
2014-07;1,85;
2014-08;1,52;
2014-09;1,62;
2014-10;1,39;
2014-11;1,23;
2014-12;1,05;
2015-01;0,68;
2015-02;0,72;
2015-03;0,44;
2015-04;0,61;
2015-05;0,94;
2015-06;1,38;
2015-07;1,14;
2015-08;1,18;
2015-09;1,07;
2015-10;0,97;
2015-11;1,01;
2015-12;1,22;
2016-01;0,81;
2016-02;0,53;
2016-03;0,54;
2016-04;0,65;
2016-05;0,56;
2016-06;0,15;
2016-07;0,12;
2016-08;0,14;
2016-09;0,11;
2016-10;0,49;
2016-11;0,62;
2016-12;0,62;
2017-01;0,88;
2017-02;0,64;
2017-03;0,76;
2017-04;0,76;
2017-05;0,78;
2017-06;0,89;
2017-07;1,01;
2017-08;0,78;
2017-09;0,89;
2017-10;0,88;
2017-11;0,85;
2017-12;0,87;
2018-01;1,02;
2018-02;1,05;
2018-03;0,87;
2018-04;0,93;
2018-05;0,79;
2018-06;0,73;
2018-07;0,78;
2018-08;0,70;
2018-09;0,80;
2018-10;0,73;
2018-11;0,68;
2018-12;0,57;
2019-01;0,45;
2019-02;0,47;
2019-03;0,24;
2019-04;0,35;
2019-05;0,11;
2019-06;-0,04;
2019-07;-0,16;
2019-08;-0,49;
2019-09;-0,37;
2019-10;-0,21;
2019-11;-0,16;
2019-12;0,04;
2020-01;-0,21;
2020-02;-0,44;
2020-03;-0,28;
2020-04;-0,32;
2020-05;-0,22;
2020-06;-0,30;
2020-07;-0,39;
2020-08;-0,18;
2020-09;-0,38;
2020-10;-0,45;
2020-11;-0,42;
2020-12;-0,40;
2021-01;-0,35;
2021-02;-0,06;
2021-03;-0,01;
2021-04;0,05;
2021-05;0,10;
2021-06;0,02;
2021-07;-0,24;
2021-08;-0,24;
2021-09;-0,02;
2021-10;-0,01;
2021-11;-0,25;
2021-12;-0,07;
2022-01;0,05;
2022-02;0,27;
2022-03;0,63;
2022-04;0,87;
2022-05;1,25;
2022-06;1,65;
2022-07;1,11;
2022-08;1,66;
2022-09;2,18;
2022-10;2,27;
2022-11;1,94;
2022-12;2,58;
2023-01;2,34;
2023-02;2,68;
2023-03;2,42;
2023-04;2,41;
2023-05;2,40;
2023-06;2,44;
2023-07;2,61;
2023-08;2,62;
2023-09;2,99;
2023-10;2,98;
2023-11;2,66;
2023-12;2,25;
2024-01;2,41;
2024-02;2,64;
2024-03;2,46;
2024-04;2,70;
2024-05;2,85;
2024-06;2,65;
2024-07;2,51;
2024-08;2,46;
2024-09;2,42;
2024-10;2,62;
2024-11;2,30;
