"";BBSIS.M.I.ZST.ZI.EUR.S1311.B.A604.R28XX.R.A.A._Z._Z.A;BBSIS.M.I.ZST.ZI.EUR.S1311.B.A604.R28XX.R.A.A._Z._Z.A_FLAGS
2018-08;1,07;
2018-09;1,13;
2018-10;1,09;
2018-11;1,05;
2018-12;0,92;
2019-01;0,81;
2019-02;0,84;
2019-03;0,63;
2019-04;0,75;
2019-05;0,49;
2019-06;0,30;
2019-07;0,21;
2019-08;-0,19;
2019-09;-0,06;
2019-10;0,10;
2019-11;0,13;
2019-12;0,32;
2020-01;0,08;
2020-02;-0,18;
2020-03;-0,02;
2020-04;-0,10;
2020-05;0,02;
2020-06;-0,04;
2020-07;-0,14;
2020-08;0,09;
2020-09;-0,13;
2020-10;-0,24;
2020-11;-0,19;
2020-12;-0,16;
2021-01;-0,08;
2021-02;0,19;
2021-03;0,30;
2021-04;0,35;
2021-05;0,39;
2021-06;0,29;
2021-07;0,02;
2021-08;0,02;
2021-09;0,23;
2021-10;0,12;
2021-11;-0,08;
2021-12;0,11;
2022-01;0,21;
2022-02;0,41;
2022-03;0,69;
2022-04;1,00;
2022-05;1,32;
2022-06;1,67;
2022-07;1,17;
2022-08;1,61;
2022-09;2,09;
2022-10;2,19;
2022-11;1,78;
2022-12;2,41;
2023-01;2,18;
2023-02;2,53;
2023-03;2,34;
2023-04;2,46;
2023-05;2,40;
2023-06;2,45;
2023-07;2,56;
2023-08;2,59;
2023-09;2,99;
2023-10;3,04;
2023-11;2,65;
2023-12;2,25;
2024-01;2,43;
2024-02;2,60;
2024-03;2,44;
2024-04;2,65;
2024-05;2,80;
2024-06;2,62;
2024-07;2,55;
2024-08;2,51;
2024-09;2,51;
2024-10;2,63;
2024-11;2,32;
